1 1:2 2:0.949985 3:0 4:0 5:0 6:0 7:41.0353 8:0 9:0 10:0 11:0 
1 1:2 2:0.950077 3:0 4:0 5:0 6:0 7:41.0036 8:0 9:0 10:0 11:0 
1 1:2 2:0.95019 3:0 4:0 5:0 6:0 7:40.9174 8:0 9:0 10:0 11:0 
1 1:2 2:0.950223 3:0 4:0 5:0 6:0 7:40.8871 8:0 9:0 10:0 11:0 
1 1:2 2:0.95036 3:0 4:0 5:0 6:0 7:40.8104 8:0 9:0 10:0 11:0 
1 1:2 2:0.950652 3:0 4:0 5:0 6:0 7:40.7746 8:0 9:0 10:0 11:0 
1 1:2 2:0.950836 3:0 4:0 5:0 6:0 7:40.7473 8:0 9:0 10:0 11:0 
1 1:2 2:0.950738 3:0 4:0 5:0 6:0 7:40.7336 8:0 9:0 10:0 11:0 
1 1:2 2:0.950679 3:0 4:0 5:0 6:0 7:40.7416 8:0 9:0 10:0 11:0 
1 1:2 2:0.950662 3:0 4:0 5:0 6:0 7:40.7739 8:0 9:0 10:0 11:0 
1 1:2 2:0.950734 3:0 4:0 5:0 6:0 7:40.7616 8:0 9:0 10:0 11:0 
1 1:2 2:0.950826 3:0 4:0 5:0 6:0 7:40.7895 8:0 9:0 10:0 11:0 
1 1:2 2:0.950909 3:0 4:0 5:0 6:0 7:40.7989 8:0 9:0 10:0 11:0 
1 1:2 2:0.950943 3:0 4:0 5:0 6:0 7:40.858 8:0 9:0 10:0 11:0 
1 1:2 2:0.950888 3:0 4:0 5:0 6:0 7:40.8495 8:0 9:0 10:0 11:0 
1 1:2 2:0.95083 3:0 4:0 5:0 6:0 7:40.8403 8:0 9:0 10:0 11:0 
1 1:2 2:0.950747 3:0 4:0 5:0 6:0 7:40.8302 8:0 9:0 10:0 11:0 
1 1:2 2:0.950674 3:0 4:0 5:0 6:0 7:40.8312 8:0 9:0 10:0 11:0 
1 1:2 2:0.95062 3:0 4:0 5:0 6:0 7:40.8422 8:0 9:0 10:0 11:0 
1 1:2 2:0.950516 3:0 4:0 5:0 6:0 7:40.8274 8:0 9:0 10:0 11:0 
1 1:2 2:0.950427 3:0 4:0 5:0 6:0 7:40.8419 8:0 9:0 10:0 11:0 
1 1:2 2:0.950324 3:0 4:0 5:0 6:0 7:40.8365 8:0 9:0 10:0 11:0 
1 1:2 2:0.950119 3:0 4:0 5:0 6:0 7:40.8537 8:0 9:0 10:0 11:0 
