1 1:2 2:0.959595 3:0 4:0 5:0 6:0 7:52.9682 8:0 9:0 10:0 11:0 
1 1:2 2:0.959773 3:0 4:0 5:0 6:0 7:52.9173 8:0 9:0 10:0 11:0 
1 1:2 2:0.959893 3:0 4:0 5:0 6:0 7:52.9693 8:0 9:0 10:0 11:0 
1 1:2 2:0.95996 3:0 4:0 5:0 6:0 7:52.9503 8:0 9:0 10:0 11:0 
1 1:2 2:0.959995 3:0 4:0 5:0 6:0 7:52.9344 8:0 9:0 10:0 11:0 
1 1:2 2:0.960121 3:0 4:0 5:0 6:0 7:52.9235 8:0 9:0 10:0 11:0 
1 1:2 2:0.960148 3:0 4:0 5:0 6:0 7:52.9275 8:0 9:0 10:0 11:0 
1 1:2 2:0.960251 3:0 4:0 5:0 6:0 7:52.9302 8:0 9:0 10:0 11:0 
1 1:2 2:0.960345 3:0 4:0 5:0 6:0 7:52.9318 8:0 9:0 10:0 11:0 
1 1:2 2:0.96026 3:0 4:0 5:0 6:0 7:52.9393 8:0 9:0 10:0 11:0 
1 1:2 2:0.960269 3:0 4:0 5:0 6:0 7:52.931 8:0 9:0 10:0 11:0 
1 1:2 2:0.960242 3:0 4:0 5:0 6:0 7:52.921 8:0 9:0 10:0 11:0 
1 1:2 2:0.960328 3:0 4:0 5:0 6:0 7:52.8795 8:0 9:0 10:0 11:0 
1 1:2 2:0.960312 3:0 4:0 5:0 6:0 7:52.8744 8:0 9:0 10:0 11:0 
1 1:2 2:0.960227 3:0 4:0 5:0 6:0 7:52.8651 8:0 9:0 10:0 11:0 
1 1:2 2:0.960232 3:0 4:0 5:0 6:0 7:52.8856 8:0 9:0 10:0 11:0 
1 1:2 2:0.960387 3:0 4:0 5:0 6:0 7:52.8761 8:0 9:0 10:0 11:0 
1 1:2 2:0.96052 3:0 4:0 5:0 6:0 7:52.8927 8:0 9:0 10:0 11:0 
1 1:2 2:0.960425 3:0 4:0 5:0 6:0 7:52.9146 8:0 9:0 10:0 11:0 
1 1:2 2:0.960461 3:0 4:0 5:0 6:0 7:52.9837 8:0 9:0 10:0 11:0 
1 1:2 2:0.96045 3:0 4:0 5:0 6:0 7:52.9908 8:0 9:0 10:0 11:0 
1 1:2 2:0.960538 3:0 4:0 5:0 6:0 7:52.9839 8:0 9:0 10:0 11:0 
1 1:2 2:0.960447 3:0 4:0 5:0 6:0 7:53.0555 8:0 9:0 10:0 11:0 
1 1:2 2:0.960386 3:0 4:0 5:0 6:0 7:53.0904 8:0 9:0 10:0 11:0 
1 1:2 2:0.960219 3:0 4:0 5:0 6:0 7:53.1816 8:0 9:0 10:0 11:0 
1 1:2 2:0.960095 3:0 4:0 5:0 6:0 7:53.2292 8:0 9:0 10:0 11:0 
1 1:2 2:0.959821 3:0 4:0 5:0 6:0 7:53.2888 8:0 9:0 10:0 11:0 
1 1:2 2:0.959733 3:0 4:0 5:0 6:0 7:53.3435 8:0 9:0 10:0 11:0 
1 1:2 2:0.959696 3:0 4:0 5:0 6:0 7:53.3159 8:0 9:0 10:0 11:0 
1 1:2 2:0.959676 3:0 4:0 5:0 6:0 7:53.2974 8:0 9:0 10:0 11:0 
1 1:2 2:0.959731 3:0 4:0 5:0 6:0 7:53.2952 8:0 9:0 10:0 11:0 
1 1:2 2:0.95972 3:0 4:0 5:0 6:0 7:53.2435 8:0 9:0 10:0 11:0 
1 1:2 2:0.959527 3:0 4:0 5:0 6:0 7:53.1623 8:0 9:0 10:0 11:0 
1 1:2 2:0.95959 3:0 4:0 5:0 6:0 7:53.1022 8:0 9:0 10:0 11:0 
1 1:2 2:0.959479 3:0 4:0 5:0 6:0 7:53.0468 8:0 9:0 10:0 11:0 
1 1:2 2:0.959322 3:0 4:0 5:0 6:0 7:53.0333 8:0 9:0 10:0 11:0 
1 1:2 2:0.959408 3:0 4:0 5:0 6:0 7:53.0574 8:0 9:0 10:0 11:0 
1 1:2 2:0.959234 3:0 4:0 5:0 6:0 7:53.1646 8:0 9:0 10:0 11:0 
1 1:2 2:0.959244 3:0 4:0 5:0 6:0 7:53.1883 8:0 9:0 10:0 11:0 
1 1:2 2:0.959418 3:0 4:0 5:0 6:0 7:53.257 8:0 9:0 10:0 11:0 
