1 1:2 2:0 3:0 4:0 5:0 6:0 7:45.0016 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:44.9762 8:0 9:0 10:0 11:0 
1 1:2 2:0.00124488 3:0 4:0 5:0 6:0 7:44.9397 8:0 9:0 10:0 11:0 
1 1:2 2:0.00109183 3:0 4:0 5:0 6:0 7:44.8839 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:44.8792 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:44.8774 8:0 9:0 10:0 11:0 
1 1:2 2:0.00109183 3:0 4:0 5:0 6:0 7:44.876 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:44.8728 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:44.8663 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:44.8531 8:0 9:0 10:0 11:0 
1 1:2 2:0.000976562 3:0 4:0 5:0 6:0 7:44.8213 8:0 9:0 10:0 11:0 
1 1:2 2:0.00114512 3:0 4:0 5:0 6:0 7:44.7518 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:44.644 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:44.5018 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:44.3358 8:0 9:0 10:0 11:0 
1 1:2 2:0.000976562 3:0 4:0 5:0 6:0 7:44.1521 8:0 9:0 10:0 11:0 
1 1:2 2:0.00119604 3:0 4:0 5:0 6:0 7:43.9597 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:43.7655 8:0 9:0 10:0 11:0 
1 1:2 2:0.00119604 3:0 4:0 5:0 6:0 7:43.5813 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:43.4294 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:43.3143 8:0 9:0 10:0 11:0 
1 1:2 2:0.00077204 3:0 4:0 5:0 6:0 7:43.2386 8:0 9:0 10:0 11:0 
1 1:2 2:0.00114512 3:0 4:0 5:0 6:0 7:43.1934 8:0 9:0 10:0 11:0 
1 1:2 2:0.00109183 3:0 4:0 5:0 6:0 7:43.1639 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:43.1315 8:0 9:0 10:0 11:0 
1 1:2 2:0.00138107 3:0 4:0 5:0 6:0 7:43.0889 8:0 9:0 10:0 11:0 
1 1:2 2:0.00109183 3:0 4:0 5:0 6:0 7:43.0154 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:42.9041 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:42.7608 8:0 9:0 10:0 11:0 
1 1:2 2:0.00138107 3:0 4:0 5:0 6:0 7:42.5938 8:0 9:0 10:0 11:0 
1 1:2 2:0.00124488 3:0 4:0 5:0 6:0 7:42.4091 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:42.2171 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:42.0279 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:41.8435 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:41.6619 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:41.489 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:41.32 8:0 9:0 10:0 11:0 
1 1:2 2:0.000913491 3:0 4:0 5:0 6:0 7:41.1688 8:0 9:0 10:0 11:0 
1 1:2 2:0.0010358 3:0 4:0 5:0 6:0 7:41.0459 8:0 9:0 10:0 11:0 
1 1:2 2:0.00129187 3:0 4:0 5:0 6:0 7:40.946 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:40.8644 8:0 9:0 10:0 11:0 
1 1:2 2:0 3:0 4:0 5:0 6:0 7:40.7873 8:0 9:0 10:0 11:0 
